"InsuranProviderID","Insurance Provider"
"43631567","Aetna"
"43633041","Blue Cross"
"43634515","Medicare"
"43635989","Medicare"
"43637463","Blue Cross"
"43638937","UnitedHealthcare"
"43640411","Medicare"
"43641885","Blue Cross"
"43643359","Aetna"
"43644833","UnitedHealthcare"
"43646307","Medicare"
"43647781","Blue Cross"
"43649255","Blue Cross"
"43650729","Aetna"
"43652203","UnitedHealthcare"
"43653677","Aetna"
"43655151","UnitedHealthcare"
"43656625","Aetna"
"43658099","UnitedHealthcare"
"43659573","Aetna"
"43661047","Medicare"
"43662521","UnitedHealthcare"
"43663995","Blue Cross"
"43665469","Cigna"
"43666943","Medicare"
"43668417","Blue Cross"
"43669891","UnitedHealthcare"
"43671365","UnitedHealthcare"
"43672839","Aetna"
"43674313","Cigna"
"43675787","Aetna"
"43677261","UnitedHealthcare"
"43678735","Medicare"
"43680209","UnitedHealthcare"
"43681683","Aetna"
"43683157","Aetna"
"43684631","UnitedHealthcare"
"43686105","Medicare"
"43687579","Blue Cross"
"43689053","Blue Cross"
"43690527","UnitedHealthcare"
"43692001","Blue Cross"
"43693475","Blue Cross"
"43694949","UnitedHealthcare"
"43696423","UnitedHealthcare"
"43697897","Cigna"
"43699371","Medicare"
"43700845","UnitedHealthcare"
"43702319","Aetna"
"43703793","Blue Cross"
"43705267","Medicare"
"43706741","Medicare"
"43708215","Cigna"
"43709689","Blue Cross"
"43711163","Medicare"
"43712637","UnitedHealthcare"
"43714111","UnitedHealthcare"
"43715585","Blue Cross"
"43717059","Cigna"
"43718533","Cigna"
"43720007","Medicare"
"43721481","UnitedHealthcare"
"43722955","Medicare"
"43724429","Aetna"
"43725903","Medicare"
"43727377","Blue Cross"
"43728851","Aetna"
"43730325","Aetna"
"43731799","Cigna"
"43733273","Blue Cross"
"43734747","Blue Cross"
"43736221","Blue Cross"
"43737695","Medicare"
"43739169","Cigna"
"43740643","UnitedHealthcare"
"43742117","Cigna"
"43743591","Blue Cross"
"43745065","Medicare"
"43746539","UnitedHealthcare"
"43748013","Medicare"
"43749487","Blue Cross"
"43750961","Blue Cross"
"43752435","Medicare"
"43753909","Blue Cross"
"43755383","Aetna"
"43756857","Cigna"
"43758331","Blue Cross"
"43759805","Cigna"
"43761279","Medicare"
"43762753","Cigna"
"43764227","Aetna"
"43765701","UnitedHealthcare"
"43767175","Medicare"
"43768649","UnitedHealthcare"
"43770123","Aetna"
"43771597","Aetna"
"43773071","Cigna"
"43774545","Cigna"
"43776019","Cigna"
"43777493","Cigna"
"43778967","UnitedHealthcare"
"43780441","UnitedHealthcare"
"43781915","Blue Cross"
"43783389","Cigna"
"43784863","Aetna"
"43786337","Cigna"
"43787811","Blue Cross"
"43789285","Aetna"
"43790759","Blue Cross"
"43792233","Cigna"
"43793707","Cigna"
"43795181","Medicare"
"43796655","Cigna"
"43798129","UnitedHealthcare"
"43799603","Cigna"
"43801077","Aetna"
"43802551","Aetna"
"43804025","Blue Cross"
"43805499","Aetna"
"43806973","Aetna"
"43808447","Cigna"
"43809921","Aetna"
"43811395","Blue Cross"
"43812869","Medicare"
"43814343","Cigna"
"43815817","Cigna"
"43817291","Medicare"
"43818765","Aetna"
"43820239","Medicare"
"43821713","Blue Cross"
"43823187","UnitedHealthcare"
"43824661","Aetna"
"43826135","Medicare"
"43827609","UnitedHealthcare"
"43829083","Cigna"
"43830557","Medicare"
"43832031","Blue Cross"
"43833505","Cigna"
"43834979","Aetna"
"43836453","Medicare"
"43837927","Aetna"
"43839401","Cigna"
"43840875","Blue Cross"
"43842349","UnitedHealthcare"
"43843823","Cigna"
"43845297","UnitedHealthcare"
"43846771","UnitedHealthcare"
"43848245","Medicare"
"43849719","UnitedHealthcare"
"43851193","Aetna"
"43852667","Aetna"
"43854141","Medicare"
"43855615","UnitedHealthcare"
"43857089","Medicare"
"43858563","Aetna"
"43860037","Cigna"
"43861511","Cigna"
"43862985","UnitedHealthcare"
"43864459","UnitedHealthcare"
"43865933","Cigna"
"43867407","UnitedHealthcare"
"43868881","UnitedHealthcare"
"43870355","Medicare"
"43871829","Medicare"
"43873303","Blue Cross"
"43874777","Medicare"
"43876251","UnitedHealthcare"
"43877725","Medicare"
"43879199","Aetna"
"43880673","Blue Cross"
"43882147","Blue Cross"
"43883621","Medicare"
"43885095","Blue Cross"
"43886569","Cigna"
"43888043","Medicare"
"43889517","Blue Cross"
"43890991","Aetna"
"43892465","Blue Cross"
"43893939","Medicare"
"43895413","Aetna"
"43896887","Cigna"
"43898361","UnitedHealthcare"
"43899835","Aetna"
"43901309","Aetna"
"43902783","Medicare"
"43904257","Cigna"
"43905731","Aetna"
"43907205","Medicare"
"43908679","UnitedHealthcare"
"43910153","Cigna"
"43911627","Aetna"
"43913101","UnitedHealthcare"
"43914575","Medicare"
"43916049","Blue Cross"
"43917523","Medicare"
"43918997","Cigna"
"43920471","Aetna"
"43921945","Blue Cross"
"43923419","Blue Cross"
"43924893","UnitedHealthcare"
"43926367","UnitedHealthcare"
"43927841","Blue Cross"
"43929315","Cigna"
"43930789","Medicare"
"43932263","Blue Cross"
"43933737","UnitedHealthcare"
"43935211","UnitedHealthcare"
"43936685","Aetna"
"43938159","UnitedHealthcare"
"43939633","Blue Cross"
"43941107","Blue Cross"
"43942581","UnitedHealthcare"
"43944055","Aetna"
"43945529","Blue Cross"
"43947003","Medicare"
"43948477","Aetna"
"43949951","UnitedHealthcare"
"43951425","Aetna"
"43952899","Medicare"
"43954373","Medicare"
"43955847","Blue Cross"
"43957321","Aetna"
"43958795","Aetna"
"43960269","Blue Cross"
"43961743","Cigna"
"43963217","Aetna"
"43964691","Aetna"
"43966165","Medicare"
"43967639","Cigna"
"43969113","UnitedHealthcare"
"43970587","Cigna"
"43972061","UnitedHealthcare"
"43973535","UnitedHealthcare"
"43975009","Blue Cross"
"43976483","Cigna"
"43977957","Cigna"
"43979431","UnitedHealthcare"
"43980905","Cigna"
"43982379","Blue Cross"
"43983853","Medicare"
"43985327","UnitedHealthcare"
"43986801","Aetna"
"43988275","Blue Cross"
"43989749","Aetna"
"43991223","Cigna"
"43992697","UnitedHealthcare"
"43994171","Aetna"
"43995645","UnitedHealthcare"
"43997119","Aetna"
"43998593","Blue Cross"
"44000067","Cigna"
"44001541","Aetna"
"44003015","Medicare"
"44004489","Medicare"
"44005963","UnitedHealthcare"
"44007437","Blue Cross"
"44008911","Cigna"
"44010385","UnitedHealthcare"
"44011859","Medicare"
"44013333","Cigna"
"44014807","Medicare"
"44016281","Medicare"
"44017755","Medicare"
"44019229","Cigna"
"44020703","Aetna"
"44022177","Blue Cross"
"44023651","UnitedHealthcare"
"44025125","UnitedHealthcare"
"44026599","Cigna"
"44028073","Aetna"
"44029547","UnitedHealthcare"
"44031021","Medicare"
"44032495","Medicare"
"44033969","UnitedHealthcare"
"44035443","Blue Cross"
"44036917","UnitedHealthcare"
"44038391","Medicare"
"44039865","Medicare"
"44041339","Cigna"
"44042813","UnitedHealthcare"
"44044287","Medicare"
"44045761","Medicare"
"44047235","Medicare"
"44048709","Aetna"
"44050183","Blue Cross"
"44051657","UnitedHealthcare"
"44053131","Blue Cross"
"44054605","Medicare"
"44056079","Cigna"
"44057553","Cigna"
"44059027","Cigna"
"44060501","Medicare"
"44061975","Blue Cross"
"44063449","UnitedHealthcare"
"44064923","Cigna"
"44066397","Medicare"
"44067871","Blue Cross"
"44069345","Cigna"
"44070819","Medicare"
"44072293","Cigna"
"44073767","Cigna"
"44075241","Aetna"
"44076715","Medicare"
"44078189","UnitedHealthcare"
"44079663","UnitedHealthcare"
"44081137","Medicare"
"44082611","UnitedHealthcare"
"44084085","Medicare"
"44085559","UnitedHealthcare"
"44087033","UnitedHealthcare"
"44088507","Medicare"
"44089981","Cigna"
"44091455","Blue Cross"
"44092929","Aetna"
"44094403","Aetna"
"44095877","Blue Cross"
"44097351","UnitedHealthcare"
"44098825","Cigna"
"44100299","Blue Cross"
"44101773","Medicare"
"44103247","Cigna"
"44104721","Cigna"
"44106195","Medicare"
"44107669","UnitedHealthcare"
"44109143","Medicare"
"44110617","Aetna"
"44112091","Aetna"
"44113565","Aetna"
"44115039","Medicare"
"44116513","Medicare"
"44117987","Aetna"
"44119461","Medicare"
"44120935","Blue Cross"
"44122409","Medicare"
"44123883","Blue Cross"
"44125357","Blue Cross"
"44126831","Medicare"
"44128305","Cigna"
"44129779","Medicare"
"44131253","Aetna"
"44132727","UnitedHealthcare"
"44134201","UnitedHealthcare"
"44135675","Medicare"
"44137149","Medicare"
"44138623","UnitedHealthcare"
"44140097","UnitedHealthcare"
"44141571","Blue Cross"
"44143045","Cigna"
"44144519","Blue Cross"
"44145993","Blue Cross"
"44147467","Aetna"
"44148941","Blue Cross"
"44150415","Cigna"
"44151889","Medicare"
"44153363","UnitedHealthcare"
"44154837","Aetna"
"44156311","Cigna"
"44157785","Aetna"
"44159259","Medicare"
"44160733","Cigna"
"44162207","Medicare"
"44163681","Blue Cross"
"44165155","Medicare"
"44166629","Cigna"
"44168103","Blue Cross"
"44169577","Cigna"
"44171051","Aetna"
"44172525","Medicare"
"44173999","UnitedHealthcare"
"44175473","Aetna"
"44176947","Blue Cross"
"44178421","Medicare"
"44179895","Cigna"
"44181369","UnitedHealthcare"
"44182843","Aetna"
"44184317","UnitedHealthcare"
"44185791","Medicare"
"44187265","Blue Cross"
"44188739","Medicare"
"44190213","Blue Cross"
"44191687","UnitedHealthcare"
"44193161","Aetna"
"44194635","Aetna"
"44196109","Cigna"
"44197583","Cigna"
"44199057","Medicare"
"44200531","UnitedHealthcare"
"44202005","Aetna"
"44203479","Medicare"
"44204953","UnitedHealthcare"
"44206427","Aetna"
"44207901","Cigna"
"44209375","UnitedHealthcare"
"44210849","UnitedHealthcare"
"44212323","Blue Cross"
"44213797","UnitedHealthcare"
"44215271","Blue Cross"
"44216745","UnitedHealthcare"
"44218219","Medicare"
"44219693","UnitedHealthcare"
"44221167","Cigna"
"44222641","Blue Cross"
"44224115","Aetna"
"44225589","Aetna"
"44227063","Aetna"
"44228537","Medicare"
"44230011","Aetna"
"44231485","Medicare"
"44232959","Aetna"
"44234433","Aetna"
"44235907","Blue Cross"
"44237381","Medicare"
"44238855","Cigna"
"44240329","Aetna"
"44241803","Aetna"
"44243277","UnitedHealthcare"
"44244751","UnitedHealthcare"
"44246225","Medicare"
"44247699","Cigna"
"44249173","UnitedHealthcare"
"44250647","Blue Cross"
"44252121","Aetna"
"44253595","Cigna"
"44255069","UnitedHealthcare"
"44256543","Blue Cross"
"44258017","Cigna"
"44259491","Blue Cross"
"44260965","Cigna"
"44262439","Blue Cross"
"44263913","Blue Cross"
"44265387","UnitedHealthcare"
"44266861","Blue Cross"
"44268335","UnitedHealthcare"
"44269809","Aetna"
"44271283","Medicare"
"44272757","Cigna"
"44274231","Cigna"
"44275705","Medicare"
"44277179","Aetna"
"44278653","Aetna"
"44280127","Medicare"
"44281601","Blue Cross"
"44283075","Medicare"
"44284549","UnitedHealthcare"
"44286023","Blue Cross"
"44287497","UnitedHealthcare"
"44288971","Aetna"
"44290445","Cigna"
"44291919","Medicare"
"44293393","Blue Cross"
"44294867","Cigna"
"44296341","Medicare"
"44297815","Aetna"
"44299289","Cigna"
"44300763","Blue Cross"
"44302237","UnitedHealthcare"
"44303711","UnitedHealthcare"
"44305185","Cigna"
"44306659","Cigna"
"44308133","UnitedHealthcare"
"44309607","Cigna"
"44311081","Cigna"
"44312555","Medicare"
"44314029","Aetna"
"44315503","Blue Cross"
"44316977","UnitedHealthcare"
"44318451","Cigna"
"44319925","Medicare"
"44321399","Medicare"
"44322873","Medicare"
"44324347","Cigna"
"44325821","Cigna"
"44327295","Cigna"
"44328769","Cigna"
"44330243","UnitedHealthcare"
"44331717","Medicare"
"44333191","Medicare"
"44334665","Cigna"
"44336139","Blue Cross"
"44337613","UnitedHealthcare"
"44339087","Medicare"
"44340561","Cigna"
"44342035","Medicare"
"44343509","UnitedHealthcare"
"44344983","Cigna"
"44346457","Blue Cross"
"44347931","Cigna"
"44349405","Aetna"
"44350879","Cigna"
"44352353","Medicare"
"44353827","Medicare"
"44355301","Blue Cross"
"44356775","Cigna"
"44358249","Cigna"
"44359723","Blue Cross"
"44361197","UnitedHealthcare"
"44362671","Cigna"
"44364145","Medicare"
"44365619","Aetna"
"44367093","Aetna"
"44368567","Aetna"
"44370041","Cigna"
"44371515","Cigna"
"44372989","UnitedHealthcare"
"44374463","Cigna"
"44375937","Aetna"
"44377411","Blue Cross"
"44378885","Cigna"
"44380359","Medicare"
"44381833","Cigna"
"44383307","Blue Cross"
"44384781","UnitedHealthcare"
"44386255","Medicare"
"44387729","Cigna"
"44389203","Blue Cross"
"44390677","Blue Cross"
"44392151","Cigna"
"44393625","Cigna"
"44395099","Blue Cross"
"44396573","Blue Cross"
"44398047","Cigna"
"44399521","Aetna"
"44400995","Cigna"
"44402469","Medicare"
"44403943","Aetna"
"44405417","Cigna"
"44406891","Aetna"
"44408365","Medicare"
"44409839","UnitedHealthcare"
"44411313","Aetna"
"44412787","Medicare"
"44414261","UnitedHealthcare"
"44415735","UnitedHealthcare"
"44417209","UnitedHealthcare"
"44418683","Medicare"
"44420157","Cigna"
"44421631","UnitedHealthcare"
"44423105","UnitedHealthcare"
"44424579","UnitedHealthcare"
"44426053","Blue Cross"
"44427527","Aetna"
"44429001","Cigna"
"44430475","UnitedHealthcare"
"44431949","Cigna"
"44433423","UnitedHealthcare"
"44434897","UnitedHealthcare"
"44436371","UnitedHealthcare"
"44437845","Aetna"
"44439319","Blue Cross"
"44440793","UnitedHealthcare"
"44442267","Medicare"
"44443741","UnitedHealthcare"
"44445215","Blue Cross"
"44446689","Aetna"
"44448163","Aetna"
"44449637","Medicare"
"44451111","Cigna"
"44452585","Cigna"
"44454059","Aetna"
"44455533","Cigna"
"44457007","Blue Cross"
"44458481","UnitedHealthcare"
"44459955","Aetna"
"44461429","Aetna"
"44462903","Aetna"
"44464377","Medicare"
"44465851","UnitedHealthcare"
"44467325","UnitedHealthcare"
"44468799","Medicare"
"44470273","Medicare"
"44471747","Cigna"
"44473221","UnitedHealthcare"
"44474695","UnitedHealthcare"
"44476169","Blue Cross"
"44477643","UnitedHealthcare"
"44479117","Cigna"
"44480591","UnitedHealthcare"
"44482065","UnitedHealthcare"
"44483539","Cigna"
"44485013","Blue Cross"
"44486487","Cigna"
"44487961","Blue Cross"
"44489435","Cigna"
"44490909","Aetna"
"44492383","Medicare"
"44493857","Aetna"
"44495331","Cigna"
"44496805","Aetna"
"44498279","Medicare"
"44499753","Cigna"
"44501227","Cigna"
"44502701","Medicare"
"44504175","Cigna"
"44505649","UnitedHealthcare"
"44507123","UnitedHealthcare"
"44508597","Aetna"
"44510071","Blue Cross"
"44511545","Medicare"
"44513019","UnitedHealthcare"
"44514493","Blue Cross"
"44515967","Cigna"
"44517441","Aetna"
"44518915","UnitedHealthcare"
"44520389","Aetna"
"44521863","Blue Cross"
"44523337","Aetna"
"44524811","Blue Cross"
"44526285","UnitedHealthcare"
"44527759","Cigna"
"44529233","Cigna"
"44530707","Aetna"
"44532181","UnitedHealthcare"
"44533655","Cigna"
"44535129","Cigna"
"44536603","Cigna"
"44538077","Medicare"
"44539551","Aetna"
"44541025","Blue Cross"
"44542499","Medicare"
"44543973","Medicare"
"44545447","Aetna"
"44546921","Medicare"
"44548395","Blue Cross"
"44549869","Aetna"
"44551343","Medicare"
"44552817","UnitedHealthcare"
"44554291","UnitedHealthcare"
"44555765","UnitedHealthcare"
"44557239","Cigna"
"44558713","Cigna"
"44560187","Aetna"
"44561661","UnitedHealthcare"
"44563135","UnitedHealthcare"
"44564609","Cigna"
"44566083","Cigna"
"44567557","UnitedHealthcare"
"44569031","Blue Cross"
"44570505","UnitedHealthcare"
"44571979","Medicare"
"44573453","Blue Cross"
"44574927","Cigna"
"44576401","Medicare"
"44577875","UnitedHealthcare"
"44579349","Blue Cross"
"44580823","UnitedHealthcare"
"44582297","Cigna"
"44583771","Medicare"
"44585245","UnitedHealthcare"
"44586719","Cigna"
"44588193","Blue Cross"
"44589667","Cigna"
"44591141","Aetna"
"44592615","Cigna"
"44594089","Medicare"
"44595563","Blue Cross"
"44597037","Aetna"
"44598511","Cigna"
"44599985","Cigna"
"44601459","UnitedHealthcare"
"44602933","Cigna"
"44604407","Aetna"
"44605881","Medicare"
"44607355","Medicare"
"44608829","Cigna"
"44610303","UnitedHealthcare"
"44611777","Medicare"
"44613251","Aetna"
"44614725","UnitedHealthcare"
"44616199","Cigna"
"44617673","Aetna"
"44619147","Blue Cross"
"44620621","Aetna"
"44622095","Medicare"
"44623569","Medicare"
"44625043","Blue Cross"
"44626517","Medicare"
"44627991","Cigna"
"44629465","Blue Cross"
"44630939","Medicare"
"44632413","Aetna"
"44633887","Cigna"
"44635361","Cigna"
"44636835","Aetna"
"44638309","Blue Cross"
"44639783","Cigna"
"44641257","Blue Cross"
"44642731","Blue Cross"
"44644205","Cigna"
"44645679","Medicare"
"44647153","Cigna"
"44648627","Cigna"
"44650101","Medicare"
"44651575","Blue Cross"
"44653049","UnitedHealthcare"
"44654523","Aetna"
"44655997","Blue Cross"
"44657471","Blue Cross"
"44658945","Blue Cross"
"44660419","Cigna"
"44661893","UnitedHealthcare"
"44663367","Cigna"
"44664841","Blue Cross"
"44666315","Blue Cross"
"44667789","Blue Cross"
"44669263","Cigna"
"44670737","Medicare"
"44672211","Aetna"
"44673685","UnitedHealthcare"
"44675159","Blue Cross"
"44676633","Blue Cross"
"44678107","Aetna"
"44679581","Medicare"
"44681055","Cigna"
"44682529","Aetna"
"44684003","Medicare"
"44685477","Medicare"
"44686951","UnitedHealthcare"
"44688425","UnitedHealthcare"
"44689899","Medicare"
"44691373","Cigna"
"44692847","Aetna"
"44694321","Cigna"
"44695795","Aetna"
"44697269","Medicare"
"44698743","Blue Cross"
"44700217","Cigna"
"44701691","UnitedHealthcare"
"44703165","UnitedHealthcare"
"44704639","Blue Cross"
"44706113","Cigna"
"44707587","UnitedHealthcare"
"44709061","Medicare"
"44710535","UnitedHealthcare"
"44712009","Aetna"
"44713483","Aetna"
"44714957","Medicare"
"44716431","Blue Cross"
"44717905","Medicare"
"44719379","UnitedHealthcare"
"44720853","Aetna"
"44722327","Aetna"
"44723801","Cigna"
"44725275","UnitedHealthcare"
"44726749","Medicare"
"44728223","Aetna"
"44729697","Aetna"
"44731171","Aetna"
"44732645","Medicare"
"44734119","Aetna"
"44735593","Medicare"
"44737067","Aetna"
"44738541","Blue Cross"
"44740015","Aetna"
"44741489","UnitedHealthcare"
"44742963","Cigna"
"44744437","UnitedHealthcare"
"44745911","Blue Cross"
"44747385","Cigna"
"44748859","Medicare"
"44750333","Cigna"
"44751807","Blue Cross"
"44753281","Cigna"
"44754755","UnitedHealthcare"
"44756229","Blue Cross"
"44757703","UnitedHealthcare"
"44759177","Medicare"
"44760651","Aetna"
"44762125","Medicare"
"44763599","Cigna"
"44765073","Medicare"
"44766547","Aetna"
"44768021","Blue Cross"
"44769495","Cigna"
"44770969","Aetna"
"44772443","Cigna"
"44773917","UnitedHealthcare"
"44775391","Aetna"
"44776865","Medicare"
"44778339","Aetna"
"44779813","Aetna"
"44781287","Medicare"
"44782761","Medicare"
"44784235","Aetna"
"44785709","Blue Cross"
"44787183","Blue Cross"
"44788657","UnitedHealthcare"
"44790131","Medicare"
"44791605","UnitedHealthcare"
"44793079","Blue Cross"
"44794553","Aetna"
"44796027","Medicare"
"44797501","Aetna"
"44798975","Cigna"
"44800449","Medicare"
"44801923","UnitedHealthcare"
"44803397","Medicare"
"44804871","Blue Cross"
"44806345","Aetna"
"44807819","UnitedHealthcare"
"44809293","UnitedHealthcare"
"44810767","Aetna"
"44812241","Aetna"
"44813715","UnitedHealthcare"
"44815189","Cigna"
"44816663","UnitedHealthcare"
"44818137","Blue Cross"
"44819611","Aetna"
"44821085","UnitedHealthcare"
"44822559","Blue Cross"
"44824033","UnitedHealthcare"
"44825507","Cigna"
"44826981","UnitedHealthcare"
"44828455","Aetna"
"44829929","UnitedHealthcare"
"44831403","Aetna"
"44832877","UnitedHealthcare"
"44834351","Blue Cross"
"44835825","Aetna"
"44837299","Medicare"
"44838773","Blue Cross"
"44840247","Medicare"
"44841721","Blue Cross"
"44843195","UnitedHealthcare"
"44844669","Blue Cross"
"44846143","Blue Cross"
"44847617","UnitedHealthcare"
"44849091","UnitedHealthcare"
"44850565","Medicare"
"44852039","Aetna"
"44853513","Aetna"
"44854987","Cigna"
"44856461","Cigna"
"44857935","Aetna"
"44859409","UnitedHealthcare"
"44860883","UnitedHealthcare"
"44862357","Aetna"
"44863831","Medicare"
"44865305","Blue Cross"
"44866779","UnitedHealthcare"
"44868253","Blue Cross"
"44869727","Blue Cross"
"44871201","Cigna"
"44872675","Medicare"
"44874149","Cigna"
"44875623","Blue Cross"
"44877097","Cigna"
"44878571","Medicare"
"44880045","Aetna"
"44881519","Blue Cross"
"44882993","Blue Cross"
"44884467","Blue Cross"
"44885941","Cigna"
"44887415","UnitedHealthcare"
"44888889","Medicare"
"44890363","Cigna"
"44891837","Cigna"
"44893311","Medicare"
"44894785","Cigna"
"44896259","Blue Cross"
"44897733","UnitedHealthcare"
"44899207","Medicare"
"44900681","Blue Cross"
"44902155","Blue Cross"
"44903629","Blue Cross"
"44905103","Blue Cross"
"44906577","Cigna"
"44908051","Blue Cross"
"44909525","UnitedHealthcare"
"44910999","Blue Cross"
"44912473","Aetna"
"44913947","UnitedHealthcare"
"44915421","Aetna"
"44916895","Aetna"
"44918369","Blue Cross"
"44919843","Medicare"
"44921317","Medicare"
"44922791","UnitedHealthcare"
"44924265","UnitedHealthcare"
"44925739","Medicare"
"44927213","Aetna"
"44928687","UnitedHealthcare"
"44930161","Aetna"
"44931635","UnitedHealthcare"
"44933109","UnitedHealthcare"
"44934583","Cigna"
"44936057","Blue Cross"
"44937531","Medicare"
"44939005","Blue Cross"
"44940479","Medicare"
"44941953","Medicare"
"44943427","Medicare"
"44944901","Medicare"
"44946375","Aetna"
"44947849","Blue Cross"
"44949323","Medicare"
"44950797","Cigna"
"44952271","UnitedHealthcare"
"44953745","UnitedHealthcare"
"44955219","Medicare"
"44956693","Medicare"
"44958167","Cigna"
"44959641","Blue Cross"
"44961115","Cigna"
"44962589","Blue Cross"
"44964063","Aetna"
"44965537","Cigna"
"44967011","Blue Cross"
"44968485","UnitedHealthcare"
"44969959","UnitedHealthcare"
"44971433","Aetna"
"44972907","Blue Cross"
"44974381","Aetna"
"44975855","Medicare"
"44977329","Blue Cross"
"44978803","Aetna"
"44980277","Aetna"
"44981751","Aetna"
"44983225","Blue Cross"
"44984699","Cigna"
"44986173","UnitedHealthcare"
"44987647","UnitedHealthcare"
"44989121","Medicare"
"44990595","UnitedHealthcare"
"44992069","Blue Cross"
"44993543","Cigna"
"44995017","Medicare"
"44996491","Medicare"
"44997965","UnitedHealthcare"
"44999439","Cigna"
"45000913","Cigna"
"45002387","Blue Cross"
"45003861","Aetna"
"45005335","Aetna"
"45006809","Aetna"
"45008283","UnitedHealthcare"
"45009757","Cigna"
"45011231","Blue Cross"
"45012705","UnitedHealthcare"
"45014179","Cigna"
"45015653","Blue Cross"
"45017127","Cigna"
"45018601","UnitedHealthcare"
"45020075","Blue Cross"
"45021549","Blue Cross"
"45023023","Cigna"
"45024497","Blue Cross"
"45025971","Aetna"
"45027445","Cigna"
"45028919","Aetna"
"45030393","Aetna"
"45031867","Cigna"
"45033341","Medicare"
"45034815","Aetna"
"45036289","Cigna"
"45037763","Medicare"
"45039237","Aetna"
"45040711","Blue Cross"
"45042185","Blue Cross"
"45043659","Medicare"
"45045133","Aetna"
"45046607","UnitedHealthcare"
"45048081","Blue Cross"
"45049555","Medicare"
"45051029","Blue Cross"
"45052503","Aetna"
"45053977","Aetna"
"45055451","Medicare"
"45056925","Medicare"
"45058399","UnitedHealthcare"
"45059873","Aetna"
"45061347","Medicare"
"45062821","Blue Cross"
"45064295","Aetna"
"45065769","Cigna"
"45067243","Medicare"
"45068717","Medicare"
"45070191","UnitedHealthcare"
"45071665","Cigna"
"45073139","Medicare"
"45074613","Medicare"
"45076087","Aetna"
"45077561","Cigna"
"45079035","UnitedHealthcare"
"45080509","Medicare"
"45081983","Blue Cross"
"45083457","Cigna"
"45084931","Aetna"
"45086405","Cigna"
"45087879","Blue Cross"
"45089353","UnitedHealthcare"
"45090827","Medicare"
"45092301","UnitedHealthcare"
"45093775","UnitedHealthcare"
"45095249","Cigna"
"45096723","Cigna"
"45098197","UnitedHealthcare"
"45099671","Blue Cross"
"45101145","Blue Cross"
"45102619","Aetna"
"45104093","Aetna"
"45105567","Medicare"
"45107041","Cigna"
"45108515","Blue Cross"
"45109989","Blue Cross"
"45111463","Cigna"
"45112937","Aetna"
"45114411","UnitedHealthcare"
"45115885","UnitedHealthcare"
"45117359","Blue Cross"
"45118833","Aetna"
"45120307","UnitedHealthcare"
"45121781","Blue Cross"
"45123255","Medicare"
"45124729","UnitedHealthcare"
"45126203","UnitedHealthcare"
"45127677","Cigna"
"45129151","Medicare"
"45130625","UnitedHealthcare"
"45132099","Blue Cross"
"45133573","Blue Cross"
"45135047","Aetna"
"45136521","Blue Cross"
"45137995","Medicare"
"45139469","Medicare"
"45140943","Cigna"
"45142417","Medicare"
"45143891","Blue Cross"
"45145365","Cigna"
"45146839","Aetna"
"45148313","Aetna"
"45149787","Blue Cross"
"45151261","UnitedHealthcare"
"45152735","UnitedHealthcare"
"45154209","Aetna"
"45155683","Aetna"
"45157157","UnitedHealthcare"
"45158631","Aetna"
"45160105","Aetna"
"45161579","Aetna"
"45163053","Cigna"
"45164527","Blue Cross"
"45166001","Cigna"
"45167475","UnitedHealthcare"
"45168949","Blue Cross"
"45170423","Blue Cross"
"45171897","Blue Cross"
"45173371","Cigna"
"45174845","Cigna"
"45176319","Medicare"
"45177793","Aetna"
"45179267","Medicare"
"45180741","Blue Cross"
"45182215","Cigna"
"45183689","UnitedHealthcare"
"45185163","Medicare"
"45186637","Medicare"
"45188111","Blue Cross"
"45189585","Aetna"
"45191059","Aetna"
"45192533","Cigna"
"45194007","Aetna"
"45195481","UnitedHealthcare"
"45196955","Cigna"
"45198429","Cigna"
"45199903","UnitedHealthcare"
"45201377","Cigna"
"45202851","Medicare"
"45204325","Aetna"
"45205799","Blue Cross"
"45207273","Aetna"
"45208747","Cigna"
"45210221","Cigna"
"45211695","Aetna"
"45213169","Cigna"
"45214643","UnitedHealthcare"
"45216117","Aetna"
"45217591","UnitedHealthcare"
"45219065","Medicare"
"45220539","Cigna"
"45222013","Aetna"
"45223487","Medicare"
"45224961","UnitedHealthcare"
"45226435","UnitedHealthcare"
"45227909","Cigna"
"45229383","Aetna"
"45230857","Medicare"
"45232331","Cigna"
"45233805","Blue Cross"
"45235279","Aetna"
"45236753","Cigna"
"45238227","Aetna"
"45239701","Medicare"
"45241175","Medicare"
"45242649","Cigna"
"45244123","UnitedHealthcare"
"45245597","Medicare"
"45247071","Aetna"
"45248545","Cigna"
"45250019","UnitedHealthcare"
"45251493","Blue Cross"
"45252967","Aetna"
"45254441","Cigna"
"45255915","Blue Cross"
"45257389","Blue Cross"
"45258863","UnitedHealthcare"
"45260337","UnitedHealthcare"
"45261811","Blue Cross"
"45263285","UnitedHealthcare"
"45264759","Medicare"
"45266233","Cigna"
"45267707","Aetna"
"45269181","Medicare"
"45270655","Cigna"
"45272129","Blue Cross"
"45273603","UnitedHealthcare"
"45275077","UnitedHealthcare"
"45276551","Aetna"
"45278025","Aetna"
"45279499","Cigna"
"45280973","Aetna"
"45282447","Medicare"
"45283921","Medicare"
"45285395","Cigna"
"45286869","Blue Cross"
"45288343","Blue Cross"
"45289817","Blue Cross"
